dataset,backbone,metric,method,mean,sd_seed,mean_s42,se_boot,ci_lo,ci_hi,box,delta_l1,ci_l1_lo,ci_l1_hi,p_l1,p_l1_seed,seeds_l1,holm_l1,sig_l1,delta_l2,ci_l2_lo,ci_l2_hi,p_l2,p_l2_seed,seeds_l2,holm_l2,sig_l2,tost_equiv
nyc_tist,EASE,NDCG10,SIT,0.01679,0.0022427,0.01567,0.00073,0.01424,0.01707,,-0.0118,-0.01476,-0.01113,0.0,0.000298,0,,,-0.00056,-0.00368,-0.00052,0.001333,0.629871,1,,,
nyc_tist,EASE,NDCG10,Steck-b,0.01735,0.0004874,0.01768,0.00086,0.0161,0.0195,,,,,,,,,,,,,,,,,,
nyc_tist,EASE,NDCG20,BASE,0.03371,0.0,0.03371,0.0011,0.03154,0.03585,,,,,,,,,,,,,,,,,,
nyc_tist,EASE,NDCG20,SIT,0.02003,0.0024198,0.01883,0.00079,0.01735,0.02043,,-0.01369,-0.01683,-0.01297,0.0,0.000225,0,,,-0.0007,-0.00387,-0.00069,0.002667,0.585116,1,,,0
nyc_tist,EASE,NDCG20,Steck-b,0.02072,0.0004888,0.02112,0.00085,0.01942,0.02272,,,,,,,,,,,,,,,,,,
nyc_tist,EASE,MRR_u,BASE,0.03425,0.0,0.03425,0.0014,0.03149,0.03707,,,,,,,,,,,,,,,,,,
nyc_tist,EASE,MRR_u,SIT,0.02022,0.0022612,0.0189,0.00104,0.01689,0.02095,,-0.01403,-0.01787,-0.01288,0.0,0.000156,0,,,0.00026,-0.00369,0.00048,0.110667,0.831143,2,,,
nyc_tist,EASE,MRR_u,Steck-b,0.01996,0.0006461,0.02059,0.00115,0.01842,0.02294,,,,,,,,,,,,,,,,,,
nyc_tist,EASE,HR5_u,BASE,0.04693,0.0,0.04693,0.00224,0.04269,0.05143,,,,,,,,,,,,,,,,,,
nyc_tist,EASE,HR5_u,SIT,0.02601,0.0029082,0.02409,0.00158,0.02101,0.02737,,-0.02092,-0.02714,-0.01872,0.0,8.7e-05,0,,,-0.00054,-0.00598,0.00082,0.121333,0.735889,1,,,
nyc_tist,EASE,HR5_u,Steck-b,0.02655,0.0006584,0.02688,0.00166,0.02344,0.03017,,,,,,,,,,,,,,,,,,
nyc_tist,EASE,HR10_u,BASE,0.0682,0.0,0.0682,0.00273,0.06297,0.07367,,,,,,,,,,,,,,,,,,
nyc_tist,EASE,HR10_u,SIT,0.03805,0.0047097,0.03573,0.00185,0.03228,0.03959,,-0.03015,-0.03764,-0.02749,0.0,0.000138,0,,,0.00125,-0.00548,0.0023,0.405333,0.626382,1,,,
nyc_tist,EASE,HR10_u,Steck-b,0.0368,0.0010814,0.03742,0.00195,0.03368,0.04118,,,,,,,,,,,,,,,,,,
nyc_tist,EASE,HR20_u,BASE,0.09495,0.0,0.09495,0.00309,0.08877,0.10088,,,,,,,,,,,,,,,,,,
nyc_tist,EASE,HR20_u,SIT,0.05285,0.0055872,0.05031,0.0022,0.04614,0.0548,,-0.0421,-0.05061,-0.03851,0.0,7.3e-05,0,,,0.0006,-0.00741,0.00197,0.256,0.841156,1,,,
nyc_tist,EASE,HR20_u,Steck-b,0.05225,0.0010067,0.05308,0.00234,0.04857,0.05778,,,,,,,,,,,,,,,,,,
nyc_tist,EASE,NDCG5_u,BASE,0.03141,0.0,0.03141,0.00161,0.02828,0.03472,,,,,,,,,,,,,,,,,,
nyc_tist,EASE,NDCG5_u,SIT,0.01818,0.0021501,0.01679,0.00119,0.01454,0.0192,,-0.01323,-0.01745,-0.01172,0.0,0.000162,0,,,-5e-05,-0.00432,0.00041,0.101333,0.966321,1,,,
nyc_tist,EASE,NDCG5_u,Steck-b,0.01823,0.000601,0.01877,0.00126,0.01623,0.02115,,,,,,,,,,,,,,,,,,
nyc_tist,EASE,NDCG10_u,BASE,0.03824,0.0,0.03824,0.00164,0.03531,0.04148,,,,,,,,,,,,,,,,,,
nyc_tist,EASE,NDCG10_u,SIT,0.02204,0.0026951,0.02052,0.0012,0.01827,0.02285,,-0.0162,-0.02068,-0.01469,0.0,0.000177,0,,,0.00051,-0.00414,0.00076,0.222667,0.72874,1,,,
nyc_tist,EASE,NDCG10_u,Steck-b,0.02153,0.0007344,0.02216,0.00129,0.01968,0.0247,,,,,,,,,,,,,,,,,,
nyc_tist,EASE,NDCG20_u,BASE,0.04494,0.0,0.04494,0.00168,0.04166,0.04819,,,,,,,,,,,,,,,,,,
nyc_tist,EASE,NDCG20_u,SIT,0.02577,0.0029035,0.0242,0.00124,0.02176,0.02676,,-0.01917,-0.02373,-0.01778,0.0,0.000122,0,,,0.00037,-0.00439,0.00053,0.130667,0.813825,1,,,
nyc_tist,EASE,NDCG20_u,Steck-b,0.0254,0.000709,0.02608,0.00129,0.02354,0.02851,,,,,,,,,,,,,,,,,,
nyc_tist,EASE,Coverage,BASE,0.20943,0.0,0.20943,0.00153,0.2004,0.20642,,,,,,,,,,,,,,,,,,
nyc_tist,EASE,Coverage,SIT,0.54618,0.055127,0.56509,0.00252,0.54427,0.55393,,0.33674,0.34011,0.35064,0.0,0.000166,5,,,0.01425,0.02244,0.03486,0.0,0.594377,4,,,
nyc_tist,EASE,Coverage,Steck-b,0.53193,0.0016769,0.53198,0.00245,0.51543,0.52496,,,,,,,,,,,,,,,,,,
nyc_tist,EASE,Gini,BASE,0.9813,0.0,0.9813,0.00012,0.98114,0.9816,,,,,,,,,,,,,,,,,,
nyc_tist,EASE,Gini,SIT,0.90721,0.0149699,0.90264,0.00049,0.90217,0.90411,,-0.07409,-0.07908,-0.07738,0.0,0.000379,0,,,0.00655,0.00096,0.00278,0.0,0.393718,3,,,
nyc_tist,EASE,Gini,Steck-b,0.90066,0.0014972,0.90083,0.00053,0.90026,0.90236,,,,,,,,,,,,,,,,,,
nyc_tist,EASE,LT20,BASE,0.01013,0.0,0.010130000300705433,0.00031,0.00951,0.01073,,,,,,,,,,,,,,,,,,
nyc_tist,EASE,LT20,SIT,0.08812,0.0130027,0.08914999663829803,0.00102,0.0872,0.09127,,0.07799,0.07727,0.08094,0.0,0.000179,5,,,-0.0843,-0.08704,-0.0796,0.0,0.000165,0,,,
nyc_tist,EASE,LT20,Steck-b,0.17242,0.0042567,0.17262999713420868,0.00178,0.16898,0.176,,,,,,,,,,,,,,,,,,
nyc_tist,EASE,JS,BASE,0.35986,0.0,0.35986,0.00112,0.35767,0.36219,,,,,,,,,,,,,,,,,,
nyc_tist,EASE,JS,SIT,0.50046,0.0247973,0.49568,0.00177,0.49237,0.49919,,0.14061,0.13201,0.13996,0.0,0.000223,5,,,0.15607,0.14742,0.15548,0.0,0.000181,5,,,
nyc_tist,EASE,JS,Steck-b,0.34439,0.0058337,0.34418,0.00145,0.34123,0.34701,,,,,,,,,,,,,,,,,,
nyc_tist,DeepFM,CatMRR,BASE,0.298,0.0,0.298,0.00301,0.29203,0.30402,,,,,,,,,,,,,,,,,,
nyc_tist,DeepFM,CatMRR,SIT,0.31077,0.0033691,0.31333,0.00346,0.30692,0.32004,,0.01277,0.00818,0.02217,0.0,0.001061,5,,,-0.02161,-0.02645,-0.0127,0.0,1.8e-05,0,,,
nyc_tist,DeepFM,CatMRR,Steck-b,0.33238,0.0022087,0.33296,0.00331,0.32657,0.33953,,,,,,,,,,,,,,,,,,
nyc_tist,DeepFM,CatNDCG,BASE,0.34267,0.0,0.34267,0.00313,0.33646,0.34878,,,,,,,,,,,,,,,,,,
nyc_tist,DeepFM,CatNDCG,SIT,0.33998,0.0073614,0.32691,0.00335,0.32038,0.33348,,-0.00269,-0.02297,-0.00848,0.0,0.460315,3,,,-0.02116,-0.04089,-0.02728,0.0,0.004073,0,,,
nyc_tist,DeepFM,CatNDCG,Steck-b,0.36115,0.0039337,0.36091,0.00342,0.35429,0.36746,,,,,,,,,,,,,,,,,,
nyc_tist,DeepFM,macroCatMRR,BASE,0.29197,0.0,0.29197,0.00424,0.28389,0.30047,,,,,,,,,,,,,,,,,,
nyc_tist,DeepFM,macroCatMRR,SIT,0.29016,0.0116545,0.26948,0.0042,0.26139,0.27789,nullo,-0.00181,-0.0307,-0.01381,0.0,0.745435,4,0.0,***,-0.06905,-0.10463,-0.08137,0.0,0.000362,0,0.0,***,
nyc_tist,DeepFM,macroCatMRR,Steck-b,0.3592,0.0027991,0.3624,0.00557,0.35166,0.37369,,,,,,,,,,,,,,,,,,
nyc_tist,DeepFM,MRR,BASE,0.01761,0.0,0.01761,0.00071,0.0162,0.019,,,,,,,,,,,,,,,,,,
nyc_tist,DeepFM,MRR,SIT,0.01395,0.0024306,0.00979,0.00051,0.0088,0.01081,,-0.00366,-0.00907,-0.00658,0.0,0.028223,0,,,9e-05,-0.00506,-0.0028,0.0,0.937049,4,,,
nyc_tist,DeepFM,MRR,Steck-b,0.01386,0.000372,0.0137,0.00063,0.01254,0.01498,,,,,,,,,,,,,,,,,,
nyc_tist,DeepFM,HR5,BASE,0.0233,0.0,0.0233,0.00117,0.02097,0.02556,,,,,,,,,,,,,,,,,,
nyc_tist,DeepFM,HR5,SIT,0.01833,0.0032689,0.01268,0.00086,0.01106,0.01452,,-0.00497,-0.01271,-0.00845,0.0,0.027265,0,,,0.00025,-0.00709,-0.00354,0.0,0.875838,3,,,
nyc_tist,DeepFM,HR5,Steck-b,0.01808,0.0006357,0.01796,0.00099,0.01599,0.02,,,,,,,,,,,,,,,,,,
nyc_tist,DeepFM,HR10,BASE,0.03663,0.0,0.03663,0.00139,0.03379,0.03916,,,,,,,,,,,,,,,,,,
nyc_tist,DeepFM,HR10,SIT,0.02796,0.0048869,0.0196,0.00103,0.01754,0.02164,,-0.00867,-0.01952,-0.01441,0.0,0.01657,0,,,0.0011,-0.00897,-0.00445,0.0,0.648525,3,,,
nyc_tist,DeepFM,HR10,Steck-b,0.02687,0.0012244,0.02627,0.00123,0.02395,0.02874,,,,,,,,,,,,,,,,,,
nyc_tist,DeepFM,HR20,BASE,0.05381,0.0,0.05381,0.00172,0.05033,0.05721,,,,,,,,,,,,,,,,,,
nyc_tist,DeepFM,HR20,SIT,0.04096,0.0073605,0.02873,0.00123,0.02621,0.03103,,-0.01285,-0.02823,-0.02212,0.0,0.017479,0,,,0.00071,-0.01364,-0.00815,0.0,0.849425,3,,,0
nyc_tist,DeepFM,HR20,Steck-b,0.04025,0.0020064,0.03968,0.00147,0.03658,0.04243,,,,,,,,,,,,,,,,,,
nyc_tist,DeepFM,NDCG5,BASE,0.01507,0.0,0.01507,0.00077,0.01357,0.01659,,,,,,,,,,,,,,,,,,
nyc_tist,DeepFM,NDCG5,SIT,0.0118,0.0021871,0.00804,0.00057,0.00687,0.00913,,-0.00326,-0.00837,-0.00568,0.0,0.028962,0,,,9e-05,-0.00491,-0.00234,0.0,0.931252,4,,,
nyc_tist,DeepFM,NDCG5,Steck-b,0.01171,0.0003336,0.01162,0.00069,0.01032,0.01303,,,,,,,,,,,,,,,,,,
nyc_tist,DeepFM,NDCG10,BASE,0.01936,0.0,0.01936,0.00084,0.01774,0.02099,,,,,,,,,,,,,,,,,,
nyc_tist,DeepFM,NDCG10,SIT,0.0149,0.002706,0.01026,0.00061,0.00914,0.01146,,-0.00446,-0.01051,-0.00769,0.0,0.021026,0,,,0.00036,-0.00529,-0.00274,0.0,0.78492,4,,,
nyc_tist,DeepFM,NDCG10,Steck-b,0.01454,0.0005174,0.01429,0.00072,0.01289,0.01573,,,,,,,,,,,,,,,,,,
nyc_tist,DeepFM,NDCG20,BASE,0.0237,0.0,0.0237,0.00086,0.02203,0.02542,,,,,,,,,,,,,,,,,,
nyc_tist,DeepFM,NDCG20,SIT,0.01817,0.003327,0.01255,0.00062,0.01133,0.01381,,-0.00553,-0.01259,-0.00965,0.0,0.020483,0,,,0.00024,-0.00651,-0.00388,0.0,0.883098,3,,,0
nyc_tist,DeepFM,NDCG20,Steck-b,0.01793,0.0007054,0.01769,0.00076,0.01627,0.01922,,,,,,,,,,,,,,,,,,
nyc_tist,DeepFM,MRR_u,BASE,0.02214,0.0,0.02214,0.00103,0.02022,0.02432,,,,,,,,,,,,,,,,,,
nyc_tist,DeepFM,MRR_u,SIT,0.01758,0.0030779,0.01226,0.00078,0.01082,0.01393,,-0.00456,-0.01164,-0.0083,0.0,0.029496,0,,,0.00046,-0.00638,-0.00302,0.0,0.755188,4,,,
nyc_tist,DeepFM,MRR_u,Steck-b,0.01711,0.000465,0.01693,0.00091,0.01519,0.01867,,,,,,,,,,,,,,,,,,
nyc_tist,DeepFM,HR5_u,BASE,0.03023,0.0,0.03023,0.00169,0.0269,0.03375,,,,,,,,,,,,,,,,,,
nyc_tist,DeepFM,HR5_u,SIT,0.02398,0.0042233,0.01658,0.00131,0.01405,0.01908,,-0.00625,-0.01662,-0.01078,0.0,0.029663,0,,,0.00094,-0.0094,-0.00374,0.0,0.665587,4,,,
nyc_tist,DeepFM,HR5_u,Steck-b,0.02304,0.0008009,0.02321,0.00155,0.02035,0.02622,,,,,,,,,,,,,,,,,,
nyc_tist,DeepFM,HR10_u,BASE,0.04731,0.0,0.04731,0.00215,0.04301,0.0514,,,,,,,,,,,,,,,,,,
nyc_tist,DeepFM,HR10_u,SIT,0.0359,0.006137,0.02527,0.00162,0.02223,0.02837,,-0.01141,-0.02591,-0.01821,0.0,0.014175,0,,,0.00206,-0.01126,-0.00423,0.0,0.494889,4,,,
nyc_tist,DeepFM,HR10_u,Steck-b,0.03384,0.0014144,0.03307,0.00185,0.02936,0.0366,,,,,,,,,,,,,,,,,,
nyc_tist,DeepFM,HR20_u,BASE,0.06895,0.0,0.06895,0.00271,0.06359,0.07429,,,,,,,,,,,,,,,,,,
nyc_tist,DeepFM,HR20_u,SIT,0.05224,0.0094428,0.03661,0.00193,0.033,0.04055,,-0.01671,-0.03698,-0.02784,0.0,0.016726,0,,,0.00208,-0.01688,-0.00841,0.0,0.662877,3,,,
nyc_tist,DeepFM,HR20_u,Steck-b,0.05017,0.0027076,0.0491,0.00221,0.04492,0.05384,,,,,,,,,,,,,,,,,,
nyc_tist,DeepFM,NDCG5_u,BASE,0.01928,0.0,0.01928,0.00114,0.01708,0.02146,,,,,,,,,,,,,,,,,,
nyc_tist,DeepFM,NDCG5_u,SIT,0.01526,0.0027827,0.0104,0.00087,0.00868,0.01213,,-0.00402,-0.01095,-0.0069,0.0,0.031926,0,,,0.00047,-0.00642,-0.00253,0.0,0.736758,4,,,
nyc_tist,DeepFM,NDCG5_u,Steck-b,0.01479,0.0004145,0.01482,0.00104,0.01279,0.01683,,,,,,,,,,,,,,,,,,
nyc_tist,DeepFM,NDCG10_u,BASE,0.02478,0.0,0.02478,0.00127,0.02237,0.02727,,,,,,,,,,,,,,,,,,
nyc_tist,DeepFM,NDCG10_u,SIT,0.01908,0.0033997,0.01318,0.00093,0.01141,0.01513,,-0.0057,-0.01366,-0.00954,0.0,0.019991,0,,,0.00083,-0.0069,-0.00283,0.0,0.617112,4,,,
nyc_tist,DeepFM,NDCG10_u,Steck-b,0.01826,0.0006012,0.01798,0.00112,0.01583,0.02024,,,,,,,,,,,,,,,,,,
nyc_tist,DeepFM,NDCG20_u,BASE,0.03025,0.0,0.03025,0.0013,0.02771,0.03302,,,,,,,,,,,,,,,,,,
nyc_tist,DeepFM,NDCG20_u,SIT,0.0232,0.004221,0.01604,0.00095,0.01426,0.01802,,-0.00705,-0.01634,-0.01218,0.0,0.020173,0,,,0.00082,-0.00795,-0.00398,0.0,0.694609,4,,,
nyc_tist,DeepFM,NDCG20_u,Steck-b,0.02238,0.000916,0.02204,0.00113,0.01983,0.02424,,,,,,,,,,,,,,,,,,
nyc_tist,DeepFM,Coverage,BASE,0.32455,0.0,0.32455,0.00226,0.29897,0.3075,,,,,,,,,,,,,,,,,,
nyc_tist,DeepFM,Coverage,SIT,0.46531,0.0796127,0.58891,0.00288,0.55029,0.56158,,0.14076,0.24567,0.25909,0.0,0.01677,5,,,-0.03451,0.07499,0.09029,0.0,0.395024,1,,,
nyc_tist,DeepFM,Coverage,Steck-b,0.49982,0.0101331,0.50539,0.00319,0.46727,0.47956,,,,,,,,,,,,,,,,,,
nyc_tist,DeepFM,Gini,BASE,0.96028,0.0,0.96028,0.00027,0.95988,0.96094,,,,,,,,,,,,,,,,,,
nyc_tist,DeepFM,Gini,SIT,0.92912,0.0241782,0.88813,0.00062,0.88741,0.8898,,-0.03116,-0.07289,-0.07073,0.0,0.044919,0,,,0.01032,-0.02923,-0.02696,0.0,0.391855,4,,,
nyc_tist,DeepFM,Gini,Steck-b,0.91879,0.0043838,0.91634,0.00052,0.91568,0.91768,,,,,,,,,,,,,,,,,,
nyc_tist,DeepFM,LT20,BASE,0.19616,0.0,0.19616000354290009,0.00205,0.1922,0.20015,,,,,,,,,,,,,,,,,,
nyc_tist,DeepFM,LT20,SIT,0.25411,0.0435297,0.32813000679016113,0.00235,0.32348,0.33266,,0.05795,0.12847,0.13565,0.0,0.040866,5,,,-0.04842,0.01492,0.02259,0.0,0.068212,1,,,
nyc_tist,DeepFM,LT20,Steck-b,0.30253,0.0121812,0.30935999751091003,0.00235,0.30497,0.31378,,,,,,,,,,,,,,,,,,
nyc_tist,DeepFM,JS,BASE,0.48572,0.0,0.48572,0.00155,0.4827,0.4888,,,,,,,,,,,,,,,,,,
nyc_tist,DeepFM,JS,SIT,0.5104,0.0157529,0.53798,0.00169,0.53471,0.54128,,0.02468,0.04847,0.05604,0.0,0.024815,5,,,0.12372,0.1482,0.15532,0.0,6.6e-05,5,,,
nyc_tist,DeepFM,JS,Steck-b,0.38668,0.0016392,0.38623,0.00131,0.38365,0.38863,,,,,,,,,,,,,,,,,,
nyc_tist,AFM,CatMRR,BASE,0.23394,0.0,0.23394,0.00275,0.22838,0.23905,,,,,,,,,,,,,,,,,,
nyc_tist,AFM,CatMRR,SIT,0.31204,0.0150916,0.32665,0.00327,0.32067,0.33339,,0.0781,0.08615,0.09982,0.0,0.000319,5,,,-0.01652,-0.00968,0.00413,0.4,0.061775,0,,,
nyc_tist,AFM,CatMRR,Steck-b,0.32856,0.0025899,0.32952,0.00319,0.32322,0.33547,,,,,,,,,,,,,,,,,,
nyc_tist,AFM,CatNDCG,BASE,0.30411,0.0,0.30411,0.00274,0.29885,0.30944,,,,,,,,,,,,,,,,,,
nyc_tist,AFM,CatNDCG,SIT,0.35142,0.0150361,0.36789,0.00318,0.36163,0.37395,,0.04731,0.05712,0.07038,0.0,0.002151,5,,,-0.02376,-0.01699,-0.00359,0.004,0.011005,0,,,
nyc_tist,AFM,CatNDCG,Steck-b,0.37519,0.0043257,0.37821,0.00309,0.3721,0.38417,,,,,,,,,,,,,,,,,,
nyc_tist,AFM,macroCatMRR,BASE,0.18013,0.0,0.18013,0.00104,0.17812,0.18215,,,,,,,,,,,,,,,,,,
nyc_tist,AFM,macroCatMRR,SIT,0.24854,0.0044269,0.25115,0.00282,0.24564,0.25653,ridondante,0.06841,0.06536,0.0766,0.0,4e-06,5,0.0,***,-0.0927,-0.10307,-0.08102,0.0,0.0,0,0.0,***,
nyc_tist,AFM,macroCatMRR,Steck-b,0.34124,0.0051956,0.34267,0.00544,0.33264,0.354,,,,,,,,,,,,,,,,,,
nyc_tist,AFM,MRR,BASE,0.02002,0.0,0.02002,0.00075,0.01856,0.02152,,,,,,,,,,,,,,,,,,
nyc_tist,AFM,MRR,SIT,0.01219,0.0006698,0.01204,0.00055,0.01097,0.01315,,-0.00783,-0.00914,-0.00682,0.0,1.3e-05,0,,,-0.00141,-0.00288,-0.00084,0.0,0.001896,0,,,
nyc_tist,AFM,MRR,Steck-b,0.0136,0.0005185,0.01392,0.00061,0.01277,0.01513,,,,,,,,,,,,,,,,,,
nyc_tist,AFM,HR5,BASE,0.03022,0.0,0.03022,0.00132,0.02785,0.03288,,,,,,,,,,,,,,,,,,
nyc_tist,AFM,HR5,SIT,0.01662,0.0011518,0.01666,0.00097,0.01491,0.0187,,-0.0136,-0.01576,-0.01124,0.0,1.2e-05,0,,,-0.00212,-0.00424,-0.00056,0.010667,0.001437,0,,,
nyc_tist,AFM,HR5,Steck-b,0.01874,0.0008819,0.01909,0.00101,0.01717,0.02107,,,,,,,,,,,,,,,,,,
nyc_tist,AFM,HR10,BASE,0.04101,0.0,0.04101,0.00144,0.03813,0.04385,,,,,,,,,,,,,,,,,,
nyc_tist,AFM,HR10,SIT,0.02532,0.0019528,0.02562,0.00119,0.02336,0.02809,,-0.01569,-0.01777,-0.01288,0.0,5.6e-05,0,,,-0.00136,-0.00367,0.00102,0.198667,0.079606,1,,,
nyc_tist,AFM,HR10,Steck-b,0.02669,0.0007575,0.027,0.00124,0.02463,0.02935,,,,,,,,,,,,,,,,,,
nyc_tist,AFM,HR20,BASE,0.05562,0.0,0.05562,0.00169,0.05237,0.05882,,,,,,,,,,,,,,,,,,
nyc_tist,AFM,HR20,SIT,0.03882,0.003049,0.04022,0.00146,0.03742,0.04299,,-0.01679,-0.01804,-0.01263,0.0,0.00025,0,,,-0.00061,-0.00266,0.00254,0.94,0.524467,1,,,0
nyc_tist,AFM,HR20,Steck-b,0.03943,0.0012863,0.04033,0.00146,0.0374,0.0431,,,,,,,,,,,,,,,,,,
nyc_tist,AFM,NDCG5,BASE,0.01898,0.0,0.01898,0.00087,0.01731,0.02072,,,,,,,,,,,,,,,,,,
nyc_tist,AFM,NDCG5,SIT,0.01013,0.0006107,0.00994,0.00061,0.00883,0.01114,,-0.00885,-0.01051,-0.00757,0.0,5e-06,0,,,-0.00166,-0.00327,-0.00099,0.0,0.000988,0,,,
nyc_tist,AFM,NDCG5,Steck-b,0.01179,0.0005582,0.01206,0.00067,0.01077,0.0134,,,,,,,,,,,,,,,,,,
nyc_tist,AFM,NDCG10,BASE,0.02244,0.0,0.02244,0.00088,0.02069,0.02417,,,,,,,,,,,,,,,,,,
nyc_tist,AFM,NDCG10,SIT,0.0129,0.0008263,0.0128,0.00064,0.01152,0.0141,,-0.00954,-0.01108,-0.00823,0.0,1.3e-05,0,,,-0.00143,-0.003,-0.00057,0.0,0.002403,0,,,
nyc_tist,AFM,NDCG10,Steck-b,0.01434,0.0005098,0.01459,0.00071,0.01322,0.01603,,,,,,,,,,,,,,,,,,
nyc_tist,AFM,NDCG20,BASE,0.0261,0.0,0.0261,0.00091,0.02438,0.02798,,,,,,,,,,,,,,,,,,
nyc_tist,AFM,NDCG20,SIT,0.01632,0.001052,0.01648,0.00069,0.01522,0.01789,,-0.00978,-0.01095,-0.00832,0.0,3.2e-05,0,,,-0.00123,-0.0027,-0.00024,0.021333,0.008596,0,,,0
nyc_tist,AFM,NDCG20,Steck-b,0.01754,0.0006418,0.01795,0.00077,0.01653,0.01952,,,,,,,,,,,,,,,,,,
nyc_tist,AFM,MRR_u,BASE,0.02676,0.0,0.02676,0.00121,0.02444,0.02912,,,,,,,,,,,,,,,,,,
nyc_tist,AFM,MRR_u,SIT,0.01613,0.0009941,0.01594,0.00085,0.0143,0.0176,,-0.01063,-0.01271,-0.00892,0.0,1.8e-05,0,,,-0.00167,-0.00412,-0.00064,0.012,0.003934,0,,,
nyc_tist,AFM,MRR_u,Steck-b,0.0178,0.0007231,0.01833,0.00103,0.01632,0.02031,,,,,,,,,,,,,,,,,,
nyc_tist,AFM,HR5_u,BASE,0.04226,0.0,0.04226,0.00218,0.0381,0.04675,,,,,,,,,,,,,,,,,,
nyc_tist,AFM,HR5_u,SIT,0.02254,0.0016783,0.02262,0.00158,0.01954,0.02585,,-0.01972,-0.0235,-0.0161,0.0,1.2e-05,0,,,-0.00246,-0.00598,0.00033,0.085333,0.002088,0,,,
nyc_tist,AFM,HR5_u,Steck-b,0.025,0.001219,0.02535,0.00159,0.02236,0.02863,,,,,,,,,,,,,,,,,,
nyc_tist,AFM,HR10_u,BASE,0.0569,0.0,0.0569,0.00245,0.05226,0.06171,,,,,,,,,,,,,,,,,,
nyc_tist,AFM,HR10_u,SIT,0.03419,0.0026726,0.03474,0.00201,0.03094,0.03887,,-0.02271,-0.02585,-0.01828,0.0,4.5e-05,0,,,-0.00085,-0.00456,0.00286,0.605333,0.365575,2,,,
nyc_tist,AFM,HR10_u,Steck-b,0.03504,0.0008976,0.03561,0.00191,0.03194,0.03935,,,,,,,,,,,,,,,,,,
nyc_tist,AFM,HR20_u,BASE,0.07497,0.0,0.07497,0.00275,0.06954,0.0802,,,,,,,,,,,,,,,,,,
nyc_tist,AFM,HR20_u,SIT,0.05171,0.0042767,0.05364,0.00234,0.0491,0.05816,,-0.02326,-0.02581,-0.01707,0.0,0.000262,0,,,0.00112,-0.00243,0.00598,0.421333,0.418489,4,,,
nyc_tist,AFM,HR20_u,Steck-b,0.05059,0.0018466,0.05195,0.00224,0.04754,0.05626,,,,,,,,,,,,,,,,,,
nyc_tist,AFM,NDCG5_u,BASE,0.02611,0.0,0.02611,0.00141,0.02341,0.02887,,,,,,,,,,,,,,,,,,
nyc_tist,AFM,NDCG5_u,SIT,0.01378,0.0009243,0.01351,0.00098,0.01155,0.01543,,-0.01233,-0.01501,-0.01037,0.0,8e-06,0,,,-0.00212,-0.00484,-0.00076,0.014667,0.001305,0,,,
nyc_tist,AFM,NDCG5_u,Steck-b,0.0159,0.0007755,0.01629,0.00112,0.01417,0.01852,,,,,,,,,,,,,,,,,,
nyc_tist,AFM,NDCG10_u,BASE,0.03085,0.0,0.03085,0.00145,0.02809,0.03375,,,,,,,,,,,,,,,,,,
nyc_tist,AFM,NDCG10_u,SIT,0.0175,0.0012016,0.01739,0.00105,0.01537,0.01941,,-0.01335,-0.01568,-0.01113,0.0,1.6e-05,0,,,-0.00161,-0.00413,-0.00011,0.034667,0.007846,0,,,
nyc_tist,AFM,NDCG10_u,Steck-b,0.0191,0.0006582,0.01954,0.00115,0.01733,0.02191,,,,,,,,,,,,,,,,,,
nyc_tist,AFM,NDCG20_u,BASE,0.03537,0.0,0.03537,0.00147,0.03255,0.03832,,,,,,,,,,,,,,,,,,
nyc_tist,AFM,NDCG20_u,SIT,0.02193,0.0015245,0.02218,0.00109,0.02005,0.02434,,-0.01344,-0.01527,-0.01101,0.0,3.9e-05,0,,,-0.00109,-0.00356,0.00055,0.141333,0.042858,1,,,
nyc_tist,AFM,NDCG20_u,Steck-b,0.02301,0.0009005,0.02367,0.0012,0.02139,0.02615,,,,,,,,,,,,,,,,,,
nyc_tist,AFM,Coverage,BASE,0.07725,0.0,0.07725,0.00082,0.07374,0.07675,,,,,,,,,,,,,,,,,,
nyc_tist,AFM,Coverage,SIT,0.16333,0.0102304,0.15952,0.00103,0.15412,0.15826,,0.08608,0.07851,0.08302,0.0,4.7e-05,5,,,-0.03005,-0.03461,-0.03022,0.0,0.001995,0,,,
nyc_tist,AFM,Coverage,Steck-b,0.19338,0.0022712,0.19238,0.00097,0.18661,0.19062,,,,,,,,,,,,,,,,,,
nyc_tist,AFM,Gini,BASE,0.98828,0.0,0.98828,7e-05,0.98814,0.98843,,,,,,,,,,,,,,,,,,
nyc_tist,AFM,Gini,SIT,0.95724,0.0046876,0.95862,0.00019,0.95826,0.95901,,-0.03104,-0.02996,-0.02934,0.0,0.000121,0,,,0.0101,0.00958,0.01038,0.0,0.005727,5,,,
nyc_tist,AFM,Gini,Steck-b,0.94713,0.0017444,0.94862,0.00025,0.9482,0.94918,,,,,,,,,,,,,,,,,,
nyc_tist,AFM,LT20,BASE,0.0324,0.0,0.03240000084042549,0.0006,0.03125,0.03362,,,,,,,,,,,,,,,,,,
nyc_tist,AFM,LT20,SIT,0.06725,0.0078696,0.06770999729633331,0.00082,0.06619,0.06938,,0.03485,0.03419,0.03648,0.0,0.000584,5,,,-0.04365,-0.04122,-0.03685,0.0,9.8e-05,0,,,
